id,noaaID,lat,lon,hasNOAAMeta,model,prediction_window_start,prediction_window_end,issue_time,CPlus,MPlus,C,M,X,prediction_date,MPlus_avg
10c7032d-9c0b-42c7-814d-7c86bdf32fbe,13229,26,-45.0,True,MAG4_LOS_FEr,2023/2/19 0:00,2023/2/20 0:00,2023/2/19 0:00,,0.094999999,,0.081,0.016000001,20230219,0.087
1ff57ea1-1d9b-49df-80ca-469249be2ac3,13230,-23,-71.0,True,AMOS_v1,2023/2/19 0:00,2023/2/20 0:00,2023/2/19 0:30,0.136099994,0.0217,,,0.0,20230219,0.0217
ebc8c406-3f9a-407a-9e39-e635cc7f4163,13230,-22,-6.0,True,MAG4_LOS_FEr,2023/2/24 0:00,2023/2/25 0:00,2023/2/24 0:00,,0.021,,0.017999999,0.003,20230224,0.019
1bfc126b-d39c-4724-9e2e-5a120e4cc285,13230,-23,46.0,True,MAG4_LOS_FEr,2023/2/28 0:00,2023/3/1 0:00,2023/2/28 0:00,,0.035,,0.029999999,0.006,20230228,0.03199
4a5a418c-73cc-4174-8766-c49905912ffd,13231,21,38.0,True,AMOS_v1,2023/2/20 0:00,2023/2/21 0:00,2023/2/20 0:30,0.071800001,0.0053,,,0.0,20230220,0.00976
b1881e0e-1091-4ad3-889b-5f1218890b71,13231,21,52.0,True,MAG4_LOS_FEr,2023/2/21 0:00,2023/2/22 0:00,2023/2/21 0:00,,0.01,,0.008,0.002,20230221,0.009
7cf26a33-29c6-4bdf-88eb-43839dad5a1e,13234,24,-76.0,True,AMOS_v1,2023/2/21 0:00,2023/2/22 0:00,2023/2/21 0:30,0.464700013,0.083800003,,,0.0062,20230221,0.0838
0f5da74e-d379-4774-956e-1e2a083b8805,13234,24,-60.0,True,AMOS_v1,2023/2/22 0:00,2023/2/23 0:00,2023/2/22 0:30,0.253199995,0.0317,,,0.0012,20230222,0.07356
fc5fd000-d61f-44a4-9ae2-c3aa8b4bc477,13234,25,-47.0,True,AMOS_v1,2023/2/23 0:00,2023/2/24 0:00,2023/2/23 0:30,0.950200021,0.3935,,,0.095200002,20230223,0.26249
aad0921d-7d9e-4ea3-b7a9-99abb4b988ba,13236,-28,-19.0,True,AMOS_v1,2023/2/24 0:00,2023/2/25 0:00,2023/2/24 0:30,0.071800001,0.0053,,,0.0,20230224,0.0053
c2bd5941-6f61-4004-bd0e-00db0f37ac4c,13236,-28,-5.0,True,MAG4_LOS_FEr,2023/2/25 0:00,2023/2/26 0:00,2023/2/25 0:00,,0.068999998,,0.057,0.012,20230225,0.0625
5e7cfc2b-931c-4de3-a28f-d9d3f3d8b635,13236,-28,9.0,True,MAG4_LOS_FEr,2023/2/26 0:00,2023/2/27 0:00,2023/2/26 0:00,,0.074000001,,0.063000001,0.012,20230226,0.0675
8a4245bf-3733-42f4-aba1-b617b23bfcb1,13236,-28,23.0,True,MAG4_LOS_FEr,2023/2/27 0:00,2023/2/28 0:00,2023/2/27 0:00,,0.025,,0.021,0.004,20230227,0.0225
3b681af8-cb65-4d23-9ae1-6a8cff1d120d,13237,-12,-23.0,True,AMOS_v1,2023/2/25 0:00,2023/2/26 0:00,2023/2/25 0:30,0.0403,0.0055,,,0.0,20230225,0.0055
b81f58df-8b2f-4990-b140-2d7cf2eceb48,13237,-12,-9.0,True,AMOS_v1,2023/2/26 0:00,2023/2/27 0:00,2023/2/26 0:30,0.024499999,0.0032,,,0.0,20230226,0.0032
6a19d5f2-6653-4476-8389-be25c261ec78,13237,-12,5.0,True,AMOS_v1,2023/2/27 0:00,2023/2/28 0:00,2023/2/27 0:30,0.0403,0.0055,,,0.0,20230227,0.0055
110de6e4-67b5-4a2b-98bd-36568b58b17f,13238,8,-62.0,True,AMOS_v1,2023/2/28 0:00,2023/3/1 0:00,2023/2/28 0:30,0.0407,0.0,,,0.0,20230228,0.0
4bc516c7-9b4a-4f33-ab2a-cd0c98989a39,13238,9,-50.0,True,MAG4_LOS_FEr,2023/3/1 0:00,2023/3/2 0:00,2023/3/1 0:00,,0.012,,0.01,0.002,20230301,0.0105
31ab276f-05f9-4e78-b349-7e0a2ed482ce,13239,30,-69.0,True,AMOS_v1,2023/3/1 0:00,2023/3/2 0:00,2023/3/1 0:30,0.0407,0.0,,,0.0,20230301,0.0
d646c4e8-5011-4b3f-82b6-2a4be9014c1b,13240,-16,-55.0,True,MAG4_LOS_FEr,2023/3/2 0:00,2023/3/3 0:00,2023/3/2 0:00,,0.001,,0.001,0.0,20230302,0.0005
97f9f5b0-496d-43ad-b9cf-09fce495ad50,13241,27,-73.0,True,AMOS_v1,2023/3/2 0:00,2023/3/3 0:00,2023/3/2 0:30,0.0407,0.0,,,0.0,20230302,0.0
76877f5e-bb5b-47e9-9cb6-284322a802d9,13241,27,-59.0,True,AMOS_v1,2023/3/3 0:00,2023/3/4 0:00,2023/3/3 0:30,0.0407,0.0,,,0.0,20230303,0.006
61b557a1-a4da-489b-b0dd-f407763859f6,13243,18,37.0,True,MAG4_LOS_FEr,2023/3/4 0:00,2023/3/5 0:00,2023/3/4 0:00,,0.009,,0.008,0.001,20230304,0.0085
2ff79f9c-f004-4206-9ba5-e25d8833ce29,13245,-23,-74.0,True,AMOS_v1,2023/3/4 0:00,2023/3/5 0:00,2023/3/4 0:30,0.0407,0.0,,,0.0,20230304,0.0
e37299bd-b0d3-4bf9-936e-decc6c444ee3,13245,-23,-60.0,True,AMOS_v1,2023/3/5 0:00,2023/3/6 0:00,2023/3/5 0:30,0.0407,0.0,,,0.0,20230305,0.00899
fcc04437-76e4-480b-83d6-06fe87a823fd,13245,-23,-47.0,True,MAG4_LOS_FEr,2023/3/6 0:00,2023/3/7 0:00,2023/3/6 0:00,,0.028000001,,0.024,0.004,20230306,0.025
a7e63a5c-25c1-4653-a04f-51c0a6360925,13246,23,-70.0,True,AMOS_v1,2023/3/6 0:00,2023/3/7 0:00,2023/3/6 0:30,0.0407,0.0,,,0.0,20230306,0.0
3fb34c91-e8ad-42ce-8b39-0292a200e23f,13247,-23,-54.0,True,MAG4_LOS_FEr,2023/3/8 0:00,2023/3/9 0:00,2023/3/8 0:00,,0.013,,0.011,0.002,20230308,0.0115
6e565857-71cb-4491-b0d2-61a7c59a3ee6,13247,-19,24.0,True,MAG4_LOS_FEr,2023/3/14 0:00,2023/3/15 0:00,2023/3/14 0:00,,0.002,,0.002,0.0,20230314,0.0015
6ce23d1e-4835-49d6-949f-b811a5bf412b,13248,17,47.0,True,AMOS_v1,2023/3/7 0:00,2023/3/8 0:00,2023/3/7 0:30,0.071800001,0.0053,,,0.0,20230307,0.00843
01810554-33dc-4a7b-9de6-70ecde9a8428,13249,-12,-75.0,True,AMOS_v1,2023/3/8 0:00,2023/3/9 0:00,2023/3/8 0:30,0.100000001,0.016000001,,,0.0009,20230308,0.016
56454aae-2024-41cf-a397-5624e9b74936,13249,-12,-61.0,True,AMOS_v1,2023/3/9 0:00,2023/3/10 0:00,2023/3/9 0:30,0.068300001,0.0034,,,0.0,20230309,0.00413
11f98177-ad86-4afe-934a-3e37c6842561,13250,-20,-45.0,True,MAG4_LOS_FEr,2023/3/10 0:00,2023/3/11 0:00,2023/3/10 0:00,,0.01,,0.008,0.002,20230310,0.009
5488678f-8f71-467f-bffd-beade02bdf91,13251,-13,-69.0,True,AMOS_v1,2023/3/10 0:00,2023/3/11 0:00,2023/3/10 0:30,0.0407,0.0,,,0.0,20230310,0.0
a425ed9f-16f3-4da5-8ec3-d82dd0e6360e,13251,-13,-55.0,True,MAG4_LOS_FEr,2023/3/11 0:00,2023/3/12 0:00,2023/3/11 0:00,,0.004,,0.003,0.001,20230311,0.0035
e511d01a-83c1-4526-99b6-e7e95604a069,13251,-13,-42.0,True,MAG4_LOS_FEr,2023/3/12 0:00,2023/3/13 0:00,2023/3/12 0:00,,0.002,,0.002,0.0,20230312,0.0015
41b2aee8-fcaf-4e26-b609-c3258c64b033,13251,-13,-29.0,True,MAG4_LOS_FEr,2023/3/13 0:00,2023/3/14 0:00,2023/3/13 0:00,,0.0,,0.0,0.0,20230313,0.0
3d29924a-8ce0-40e4-96af-737b365a7502,13252,16,-60.0,True,AMOS_v1,2023/3/11 0:00,2023/3/12 0:00,2023/3/11 0:30,0.0407,0.0,,,0.0,20230311,0.0
973ad528-406e-4491-a431-c0da3c8a72f2,13252,13,-47.0,True,AMOS_v1,2023/3/12 0:00,2023/3/13 0:00,2023/3/12 0:30,0.0407,0.0,,,0.0,20230312,0.0
93812b8a-6695-48b1-852a-b09b8be24dff,13252,12,-20.0,True,AMOS_v1,2023/3/14 0:00,2023/3/15 0:00,2023/3/14 0:30,0.0287,0.0,,,0.0,20230314,0.0
e0340bbd-7b7f-4930-ac26-08aa8039af81,13253,-30,1.0,True,AMOS_v1,2023/3/13 0:00,2023/3/14 0:00,2023/3/13 0:30,0.0403,0.0055,,,0.0,20230313,0.0055
eb47fd84-9a0f-42a4-91b4-10afa6d59718,13254,-24,28.0,True,MAG4_LOS_FEr,2023/3/15 0:00,2023/3/16 0:00,2023/3/15 0:00,,0.003,,0.003,0.0,20230315,0.0025
f86d0654-093e-4046-8ab6-af4b83b3d31f,13254,-25,43.0,True,MAG4_LOS_FEr,2023/3/16 0:00,2023/3/17 0:00,2023/3/16 0:00,,0.002,,0.002,0.0,20230316,0.0015
2c501580-617a-45c0-99d1-b739bae87908,13254,-25,55.0,True,MAG4_LOS_FEr,2023/3/17 0:00,2023/3/18 0:00,2023/3/17 0:00,,0.003,,0.003,0.0,20230317,0.0025
2f078f52-a375-4eec-a4a7-c191a16faecc,13255,-5,-39.0,True,AMOS_v1,2023/3/15 0:00,2023/3/16 0:00,2023/3/15 0:30,0.0403,0.0055,,,0.0,20230315,0.0055
365136cb-fa9a-4853-af4d-6817ade9de12,13255,-5,-24.0,True,AMOS_v1,2023/3/16 0:00,2023/3/17 0:00,2023/3/16 0:30,0.0403,0.0055,,,0.0,20230316,0.0055
9a46ac56-72f2-4111-a8e9-fa9e3a2a040f,13255,-5,-13.0,True,AMOS_v1,2023/3/17 0:00,2023/3/18 0:00,2023/3/17 0:30,0.0403,0.0055,,,0.0,20230317,0.0055
7aa3a777-1582-44e0-af6a-5c049eaa8f88,13256,-21,-73.0,True,AMOS_v1,2023/3/18 0:00,2023/3/19 0:00,2023/3/18 0:30,0.0407,0.0,,,0.0,20230318,0.0
6c470389-093f-4478-bd18-8ce5f435e859,13256,-22,-66.0,True,MAG4_LOS_FEr,2023/3/19 0:00,2023/3/20 0:00,2023/3/19 0:00,,0.039999999,,0.034000002,0.006,20230319,0.036
1931a942-5413-4732-b6f8-cb9bdd14e5ab,13257,-27,-82.0,True,AMOS_v1,2023/3/19 0:00,2023/3/20 0:00,2023/3/19 0:30,0.253199995,0.0317,,,0.0012,20230319,0.0317
49509c10-1caf-48aa-b45e-6ba56812509e,13260,22,-70.0,True,AMOS_v1,2023/3/20 0:00,2023/3/21 0:00,2023/3/20 0:30,0.0407,0.0,,,0.0,20230320,0.0
4f6bed2e-83ec-48ad-8b8f-71aa0b10afce,13260,24,-58.0,True,AMOS_v1,2023/3/21 0:00,2023/3/22 0:00,2023/3/21 0:30,0.0407,0.0,,,0.0,20230321,0.00833
e6386d11-6e81-4d74-b078-41e37ab594db,13260,24,-31.0,True,MAG4_LOS_FEr,2023/3/23 0:00,2023/3/24 0:00,2023/3/23 0:00,,0.013,,0.011,0.002,20230323,0.0115
de094581-a13a-4d8e-be11-e7974f0c867d,13261,-23,66.0,True,AMOS_v1,2023/3/22 0:00,2023/3/23 0:00,2023/3/22 0:30,0.071800001,0.0053,,,0.0,20230322,0.0053
1a38c159-986d-484c-a772-a85f82094ed6,13262,-19,-72.0,True,AMOS_v1,2023/3/23 0:00,2023/3/24 0:00,2023/3/23 0:30,0.100000001,0.016000001,,,0.0009,20230323,0.016
3665875f-ee7c-4273-b0d9-7459d00747ec,13262,-18,-56.0,True,AMOS_v1,2023/3/24 0:00,2023/3/25 0:00,2023/3/24 0:30,0.136099994,0.0217,,,0.0,20230324,0.0169
